Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N)
1740035862.6767,0.0032,-0.2059,0.0079,0.3126,13.8130
1740035862.6867,0.0014,-0.1209,0.0105,0.1856,10.0069
1740035862.6967,-0.0004,-0.2754,0.0133,0.4184,19.1086
1740035862.7068,-0.0023,-0.1155,0.0161,0.1796,11.3878
1740035862.7167,-0.0039,-0.2491,0.0186,0.3816,19.3148
1740035862.7267,-0.0058,-0.1216,0.0216,0.1923,13.4147
1740035862.7367,-0.0074,-0.2410,0.0242,0.3741,20.6780
1740035862.7467,-0.0089,-0.0709,0.0265,0.1218,12.3718
1740035862.7567,-0.0099,-0.1543,0.0282,0.2504,17.5001
1740035862.7667,-0.0107,-0.0127,0.0295,0.0419,10.5069
1740035862.7767,-0.0108,-0.0359,0.0300,0.0809,12.1296
1740035862.7867,-0.0106,0.0587,0.0301,-0.0567,7.3310
1740035862.7967,-0.0097,0.1333,0.0289,-0.1639,3.3016
1740035862.8067,-0.0082,0.1521,0.0272,-0.1875,2.0895
1740035862.8167,-0.0064,0.2087,0.0249,-0.2679,-1.2865
1740035862.8267,-0.0045,0.1888,0.0224,-0.2338,-0.6414
1740035862.8367,-0.0019,0.3470,0.0191,-0.4671,-9.7935
1740035862.8467,0.0011,0.2553,0.0152,-0.3257,-5.7062
1740035862.8567,0.0044,0.4274,0.0108,-0.5809,-15.9160
1740035862.8667,0.0078,0.2850,0.0062,-0.3644,-9.3623
1740035862.8768,0.0110,0.4616,0.0020,-0.6277,-19.8660
1740035862.8867,0.0151,0.3308,-0.0035,-0.4297,-14.2336
1740035862.8967,0.0192,0.5315,-0.0089,-0.7303,-26.4321
1740035862.9067,0.0233,0.3038,-0.0143,-0.3885,-15.6710
1740035862.9167,0.0269,0.4591,-0.0191,-0.6226,-25.3334
1740035862.9267,0.0303,0.2435,-0.0235,-0.3007,-15.0618
1740035862.9367,0.0332,0.3875,-0.0273,-0.5194,-23.9493
1740035862.9467,0.0358,0.2058,-0.0306,-0.2497,-15.2598
1740035862.9567,0.0380,0.2737,-0.0334,-0.3554,-19.8479
1740035862.9667,0.0398,0.1094,-0.0356,-0.1133,-11.8780
1740035862.9768,0.0410,0.1383,-0.0368,-0.1615,-14.0214
1740035862.9868,0.0417,0.0252,-0.0375,0.0029,-8.4395
1740035862.9968,0.0419,0.0262,-0.0374,-0.0042,-8.7743
1740035863.0068,0.0418,-0.0413,-0.0369,0.0914,-5.3345
1740035863.0168,0.0410,-0.1191,-0.0355,0.2024,-1.0829
1740035863.0268,0.0398,-0.1207,-0.0335,0.1991,-0.7671
1740035863.0368,0.0384,-0.1683,-0.0312,0.2651,2.1020
1740035863.0468,0.0368,-0.1432,-0.0288,0.2224,1.1280
1740035863.0568,0.0348,-0.2802,-0.0257,0.4229,9.0362
1740035863.0667,0.0325,-0.1967,-0.0221,0.2930,5.2552
1740035863.0768,0.0303,-0.2992,-0.0190,0.4432,11.4061
1740035863.0867,0.0276,-0.2221,-0.0150,0.3237,8.1349
1740035863.0967,0.0250,-0.3395,-0.0111,0.4969,15.3194
1740035863.1067,0.0223,-0.2053,-0.0073,0.2928,9.0170
1740035863.1167,0.0199,-0.3061,-0.0038,0.4422,15.2615
1740035863.1267,0.0176,-0.1741,-0.0005,0.2427,9.0025
1740035863.1367,0.0154,-0.2843,0.0026,0.4075,15.7026
1740035863.1467,0.0133,-0.1501,0.0055,0.2057,9.2847
1740035863.1567,0.0116,-0.2624,0.0079,0.3744,15.9747
1740035863.1667,0.0094,-0.1579,0.0110,0.2180,11.2322
1740035863.1767,0.0071,-0.3254,0.0142,0.4703,21.1291
1740035863.1867,0.0049,-0.1477,0.0174,0.2049,12.5528
1740035863.1968,0.0030,-0.2635,0.0201,0.3807,19.6045
1740035863.2067,0.0012,-0.1007,0.0226,0.1386,11.6748
1740035863.2167,-0.0002,-0.2135,0.0246,0.3108,18.4389
1740035863.2267,-0.0015,-0.0621,0.0265,0.0867,11.0066
1740035863.2367,-0.0025,-0.1704,0.0280,0.2528,17.4238
1740035863.2467,-0.0034,-0.0288,0.0294,0.0442,10.4249
1740035863.2567,-0.0040,-0.1042,0.0302,0.1614,14.9354
1740035863.2668,-0.0044,0.0151,0.0309,-0.0133,8.9639
1740035863.2767,-0.0043,-0.0209,0.0309,0.0452,11.1655
1740035863.2867,-0.0040,0.0655,0.0306,-0.0798,6.7355
1740035863.2967,-0.0033,0.0881,0.0297,-0.1094,5.5297
1740035863.3067,-0.0022,0.1241,0.0284,-0.1588,3.5060
1740035863.3167,-0.0006,0.2101,0.0262,-0.2833,-1.4270
1740035863.3267,0.0014,0.1890,0.0236,-0.2471,-0.7457
1740035863.3367,0.0040,0.3535,0.0200,-0.4897,-10.2782
1740035863.3467,0.0070,0.2577,0.0160,-0.3420,-6.0155
1740035863.3567,0.0105,0.4785,0.0112,-0.6700,-18.9622
1740035863.3667,0.0144,0.3102,0.0059,-0.4144,-11.1940
1740035863.3767,0.0187,0.5973,-0.0001,-0.8432,-28.0735
1740035863.3867,0.0233,0.3535,-0.0065,-0.4757,-16.6370
1740035863.3967,0.0277,0.5840,-0.0126,-0.8213,-30.6251
1740035863.4067,0.0321,0.3215,-0.0186,-0.4276,-18.1985
1740035863.4167,0.0361,0.5784,-0.0241,-0.8144,-33.5259
1740035863.4267,0.0403,0.2942,-0.0299,-0.3900,-19.9743
1740035863.4367,0.0440,0.4938,-0.0349,-0.6927,-32.2139
1740035863.4467,0.0474,0.2239,-0.0396,-0.2919,-19.2534
1740035863.4567,0.0502,0.3688,-0.0433,-0.5141,-28.2919
1740035863.4667,0.0526,0.1353,-0.0465,-0.1695,-16.9735
1740035863.4767,0.0542,0.2182,-0.0486,-0.3002,-22.3385
1740035863.4867,0.0553,0.0376,-0.0501,-0.0362,-13.4703
1740035863.4967,0.0555,0.0213,-0.0503,-0.0191,-13.0474
1740035863.5067,0.0552,-0.0786,-0.0497,0.1232,-7.9618
1740035863.5167,0.0538,-0.1994,-0.0476,0.2966,-1.3641
1740035863.5267,0.0518,-0.1993,-0.0447,0.2887,-1.0131
1740035863.5367,0.0493,-0.3670,-0.0410,0.5334,8.5901
1740035863.5467,0.0461,-0.2827,-0.0364,0.3999,4.9149
1740035863.5567,0.0421,-0.5499,-0.0307,0.7941,20.4021
1740035863.5667,0.0376,-0.3664,-0.0243,0.5127,11.9511
1740035863.5767,0.0329,-0.6308,-0.0176,0.9044,27.6651
1740035863.5867,0.0279,-0.3879,-0.0106,0.5355,16.2899
1740035863.5967,0.0229,-0.6739,-0.0035,0.9616,33.3613
1740035863.6067,0.0177,-0.3854,0.0037,0.5263,19.7086
1740035863.6167,0.0129,-0.6392,0.0104,0.9063,35.0871
1740035863.6267,0.0082,-0.3394,0.0170,0.4563,20.7825
1740035863.6367,0.0043,-0.5305,0.0223,0.7441,32.5188
1740035863.6467,0.0000,-0.3077,0.0282,0.4115,22.2874
1740035863.6567,-0.0035,-0.4497,0.0330,0.6276,31.3711
1740035863.6667,-0.0066,-0.1881,0.0372,0.2390,18.6846
1740035863.6767,-0.0085,-0.2429,0.0397,0.3261,22.5855
1740035863.6867,-0.0100,-0.0588,0.0415,0.0554,13.5022
1740035863.6967,-0.0103,-0.0340,0.0417,0.0242,12.5770
1740035863.7067,-0.0101,0.0633,0.0412,-0.1154,7.5703
1740035863.7167,-0.0092,0.1461,0.0396,-0.2338,3.0286
1740035863.7267,-0.0075,0.1698,0.0371,-0.2629,1.4235
1740035863.7367,-0.0051,0.3307,0.0334,-0.4981,-7.8507
1740035863.7467,-0.0022,0.2541,0.0291,-0.3771,-4.5792
1740035863.7567,0.0012,0.4520,0.0241,-0.6687,-16.2486
1740035863.7667,0.0049,0.3052,0.0186,-0.4436,-9.5851
1740035863.7767,0.0086,0.4664,0.0133,-0.6815,-19.4626
1740035863.7867,0.0123,0.2945,0.0079,-0.4202,-11.5173
1740035863.7967,0.0157,0.4210,0.0030,-0.6079,-19.5048
1740035863.8067,0.0189,0.2512,-0.0017,-0.3514,-11.5704
1740035863.8167,0.0219,0.3651,-0.0058,-0.5217,-18.7603
1740035863.8267,0.0246,0.2039,-0.0097,-0.2796,-11.1576
1740035863.8367,0.0269,0.2808,-0.0128,-0.3958,-16.1831
1740035863.8467,0.0290,0.1436,-0.0157,-0.1910,-9.6547
1740035863.8567,0.0304,0.1687,-0.0176,-0.2305,-11.6378
1740035863.8667,0.0315,0.0814,-0.0191,-0.1014,-7.4492
1740035863.8767,0.0320,0.0144,-0.0195,-0.0036,-4.1353
1740035863.8867,0.0319,-0.0174,-0.0193,0.0412,-2.5335
1740035863.8967,0.0317,-0.0255,-0.0189,0.0504,-2.1323
1740035863.9067,0.0314,-0.0401,-0.0182,0.0694,-1.3482
1740035863.9167,0.0305,-0.1363,-0.0169,0.2109,4.0143
1740035863.9267,0.0294,-0.0984,-0.0151,0.1511,2.3027
1740035863.9367,0.0283,-0.1141,-0.0136,0.1720,3.4216
1740035863.9467,0.0274,-0.0819,-0.0121,0.1213,1.9558
1740035863.9567,0.0268,-0.0385,-0.0112,0.0542,-0.2460
1740035863.9667,0.0264,-0.0382,-0.0107,0.0520,-0.2191
1740035863.9768,0.0261,-0.0164,-0.0104,0.0178,-1.3881
1740035863.9867,0.0260,-0.0221,-0.0102,0.0248,-1.1217
1740035863.9967,0.0260,0.0337,-0.0103,-0.0604,-4.2365
1740035864.0067,0.0261,-0.0003,-0.0106,-0.0110,-2.5924
1740035864.0167,0.0266,0.1060,-0.0115,-0.1718,-8.5968
1740035864.0267,0.0273,0.0351,-0.0126,-0.0668,-5.1889
1740035864.0367,0.0280,0.1291,-0.0138,-0.2095,-10.6667
1740035864.0468,0.0288,0.0412,-0.0152,-0.0792,-6.4300
1740035864.0567,0.0294,0.0993,-0.0163,-0.1683,-9.9522
1740035864.0667,0.0301,0.0338,-0.0176,-0.0721,-6.9085
1740035864.0767,0.0306,0.0696,-0.0185,-0.1282,-9.2169
1740035864.0867,0.0308,-0.0042,-0.0191,-0.0198,-5.5943
1740035864.0967,0.0308,0.0060,-0.0194,-0.0380,-6.3703
1740035864.1067,0.0306,-0.0430,-0.0193,0.0327,-3.9122
1740035864.1167,0.0298,-0.1223,-0.0185,0.1487,0.3987
1740035864.1267,0.0286,-0.1132,-0.0171,0.1320,0.1058
1740035864.1367,0.0269,-0.2354,-0.0149,0.3124,7.0562
1740035864.1467,0.0249,-0.1698,-0.0124,0.2112,4.0660
1740035864.1567,0.0228,-0.2790,-0.0096,0.3725,10.5231
1740035864.1667,0.0205,-0.1848,-0.0067,0.2291,6.1378
1740035864.1767,0.0179,-0.3597,-0.0033,0.4898,16.3252
1740035864.1867,0.0151,-0.2172,0.0004,0.2746,9.6011
1740035864.1967,0.0122,-0.3980,0.0043,0.5451,20.2836
1740035864.2067,0.0092,-0.2234,0.0083,0.2828,11.9768
1740035864.2167,0.0064,-0.3761,0.0120,0.5124,21.1846
1740035864.2267,0.0038,-0.2135,0.0154,0.2691,13.4170
1740035864.2367,0.0012,-0.3514,0.0188,0.4774,21.8091
1740035864.2467,-0.0013,-0.1676,0.0220,0.2037,12.9432
1740035864.2568,-0.0032,-0.2340,0.0244,0.3060,17.2807
1740035864.2667,-0.0046,-0.1049,0.0262,0.1149,10.9906
1740035864.2767,-0.0056,-0.1213,0.0273,0.1432,12.3647
1740035864.2867,-0.0063,-0.0213,0.0279,-0.0031,7.3802
1740035864.2968,-0.0063,0.0197,0.0275,-0.0604,5.3096
1740035864.3067,-0.0059,0.0550,0.0267,-0.1095,3.4121
1740035864.3167,-0.0050,0.1301,0.0251,-0.2179,-0.8205
1740035864.3267,-0.0038,0.1170,0.0231,-0.1940,-0.4433
1740035864.3367,-0.0022,0.2144,0.0205,-0.3362,-6.1446
1740035864.3467,-0.0003,0.1564,0.0176,-0.2456,-3.6123
1740035864.3567,0.0017,0.2606,0.0146,-0.3986,-9.8562
1740035864.3667,0.0038,0.1721,0.0113,-0.2628,-5.8283
1740035864.3767,0.0060,0.2933,0.0080,-0.4424,-13.1105
1740035864.3867,0.0083,0.1784,0.0045,-0.2679,-7.7767
1740035864.3967,0.0104,0.2656,0.0013,-0.3974,-13.2388
1740035864.4067,0.0124,0.1512,-0.0017,-0.2247,-7.8718
1740035864.4167,0.0144,0.2583,-0.0045,-0.3851,-14.3800
1740035864.4267,0.0163,0.1356,-0.0074,-0.2009,-8.5689
1740035864.4367,0.0177,0.1761,-0.0095,-0.2622,-11.3673
1740035864.4467,0.0190,0.0806,-0.0114,-0.1198,-6.7988
1740035864.4567,0.0201,0.1745,-0.0131,-0.2621,-12.3924
1740035864.4667,0.0213,0.0713,-0.0149,-0.1086,-7.4234
1740035864.4768,0.0220,0.1036,-0.0160,-0.1589,-9.5561
1740035864.4867,0.0228,0.0392,-0.0172,-0.0644,-6.5425
1740035864.4967,0.0233,0.0728,-0.0180,-0.1171,-8.7003
1740035864.5068,0.0236,0.0029,-0.0186,-0.0146,-5.2570
1740035864.5167,0.0235,-0.0083,-0.0186,-0.0005,-4.8227
1740035864.5267,0.0232,-0.0447,-0.0183,0.0512,-2.9617
1740035864.5367,0.0230,-0.0001,-0.0181,-0.0184,-5.4518
1740035864.5467,0.0228,-0.0418,-0.0179,0.0414,-3.3396
1740035864.5567,0.0224,-0.0313,-0.0176,0.0230,-3.9658
1740035864.5667,0.0219,-0.0600,-0.0171,0.0635,-2.4608
1740035864.5767,0.0213,-0.0618,-0.0165,0.0635,-2.3478
1740035864.5867,0.0206,-0.0768,-0.0157,0.0833,-1.5013
1740035864.5967,0.0198,-0.0740,-0.0149,0.0766,-1.5851
1740035864.6067,0.0191,-0.0817,-0.0142,0.0860,-1.1024
1740035864.6167,0.0180,-0.1321,-0.0130,0.1593,1.7818
1740035864.6267,0.0168,-0.1121,-0.0116,0.1271,0.9540
1740035864.6367,0.0155,-0.1635,-0.0100,0.2021,4.0130
1740035864.6467,0.0141,-0.1249,-0.0083,0.1424,2.2853
1740035864.6567,0.0124,-0.2187,-0.0063,0.2815,7.7554
1740035864.6667,0.0106,-0.1489,-0.0040,0.1752,4.5173
1740035864.6767,0.0088,-0.2296,-0.0018,0.2953,9.3789
1740035864.6867,0.0070,-0.1469,0.0004,0.1703,5.4948
1740035864.6967,0.0050,-0.2767,0.0030,0.3646,13.0987
1740035864.7067,0.0028,-0.1632,0.0057,0.1941,7.7199
1740035864.7167,0.0007,-0.2831,0.0083,0.3742,14.8716
1740035864.7267,-0.0014,-0.1558,0.0110,0.1837,8.7931
1740035864.7367,-0.0033,-0.2552,0.0134,0.3340,14.8258
1740035864.7467,-0.0052,-0.1297,0.0157,0.1470,8.7878
1740035864.7567,-0.0067,-0.2175,0.0175,0.2805,14.0607
1740035864.7667,-0.0084,-0.1252,0.0197,0.1440,9.8210
1740035864.7767,-0.0098,-0.1645,0.0213,0.2055,12.4957
1740035864.7867,-0.0109,-0.0613,0.0225,0.0535,7.4444
1740035864.7967,-0.0113,-0.0408,0.0228,0.0260,6.6058
1740035864.8067,-0.0114,0.0111,0.0227,-0.0486,3.9586
1740035864.8167,-0.0111,0.0621,0.0218,-0.1216,1.1831
1740035864.8267,-0.0104,0.0676,0.0206,-0.1263,0.7419
1740035864.8367,-0.0093,0.1570,0.0187,-0.2571,-4.3710
1740035864.8467,-0.0081,0.1194,0.0167,-0.1977,-2.7432
1740035864.8567,-0.0063,0.2662,0.0138,-0.4148,-11.2345
1740035864.8667,-0.0042,0.1667,0.0105,-0.2627,-6.6454
1740035864.8767,-0.0019,0.3124,0.0070,-0.4790,-15.2896
1740035864.8868,0.0003,0.1927,0.0036,-0.2976,-9.6999
1740035864.8967,0.0028,0.3512,-0.0003,-0.5342,-19.1877
1740035864.9067,0.0054,0.1869,-0.0043,-0.2866,-11.4060
1740035864.9167,0.0076,0.2805,-0.0076,-0.4269,-17.3356
1740035864.9267,0.0096,0.1339,-0.0107,-0.2073,-10.3314
1740035864.9367,0.0113,0.2181,-0.0132,-0.3346,-15.5927
1740035864.9467,0.0127,0.0880,-0.0155,-0.1407,-9.3187
1740035864.9567,0.0137,0.1177,-0.0170,-0.1872,-11.4352
1740035864.9667,0.0143,0.0336,-0.0180,-0.0629,-7.3299
1740035864.9767,0.0144,0.0102,-0.0184,-0.0304,-6.3296
1740035864.9867,0.0143,-0.0387,-0.0183,0.0402,-3.8448
1740035864.9968,0.0136,-0.0961,-0.0175,0.1236,-0.7110
1740035865.0067,0.0126,-0.0968,-0.0163,0.1217,-0.5102
1740035865.0167,0.0112,-0.1978,-0.0144,0.2705,5.2513
1740035865.0267,0.0095,-0.1479,-0.0121,0.1929,3.0358
1740035865.0367,0.0075,-0.2813,-0.0093,0.3908,10.8034
1740035865.0467,0.0052,-0.1849,-0.0062,0.2439,6.3448
1740035865.0567,0.0029,-0.2950,-0.0031,0.4076,12.9911
1740035865.0668,0.0006,-0.1813,-0.0000,0.2356,7.6615
1740035865.0768,-0.0015,-0.2636,0.0028,0.3585,12.7944
1740035865.0867,-0.0036,-0.1530,0.0055,0.1923,7.5641
1740035865.0967,-0.0052,-0.2003,0.0076,0.2636,10.6926
1740035865.1067,-0.0067,-0.1089,0.0095,0.1272,6.3343
1740035865.1168,-0.0078,-0.1112,0.0107,0.1316,6.8367
1740035865.1268,-0.0086,-0.0538,0.0115,0.0469,4.0585
1740035865.1368,-0.0088,0.0002,0.0116,-0.0327,1.2479
1740035865.1467,-0.0087,0.0143,0.0111,-0.0521,0.4529
1740035865.1567,-0.0081,0.1104,0.0099,-0.1944,-4.9205
1740035865.1667,-0.0073,0.0668,0.0084,-0.1272,-2.9173
1740035865.1767,-0.0062,0.1697,0.0064,-0.2800,-8.8759
1740035865.1867,-0.0049,0.0930,0.0043,-0.1634,-5.2735
1740035865.1967,-0.0034,0.2272,0.0018,-0.3636,-13.0855
1740035865.2067,-0.0017,0.1155,-0.0009,-0.1950,-7.7856
1740035865.2167,-0.0005,0.1695,-0.0029,-0.2757,-11.2118
1740035865.2267,0.0008,0.0934,-0.0051,-0.1614,-7.7481
1740035865.2367,0.0021,0.1754,-0.0072,-0.2848,-12.7372
1740035865.2467,0.0032,0.0691,-0.0092,-0.1257,-7.6089
1740035865.2567,0.0037,0.0369,-0.0101,-0.0785,-6.2125
1740035865.2667,0.0038,-0.0127,-0.0105,-0.0055,-3.7464
1740035865.2767,0.0033,-0.0897,-0.0100,0.1085,0.4199
1740035865.2867,0.0024,-0.0822,-0.0090,0.0956,0.1896
1740035865.2968,0.0009,-0.2384,-0.0070,0.3282,9.0017
1740035865.3068,-0.0010,-0.1579,-0.0044,0.2058,5.2927
1740035865.3168,-0.0032,-0.2986,-0.0014,0.4156,13.5531
1740035865.3268,-0.0055,-0.1804,0.0017,0.2372,8.0116
1740035865.3368,-0.0080,-0.3535,0.0052,0.4966,18.1993
1740035865.3468,-0.0107,-0.1972,0.0088,0.2617,10.7929
1740035865.3568,-0.0131,-0.3180,0.0121,0.4437,18.1985
1740035865.3668,-0.0155,-0.1635,0.0153,0.2128,10.8197
1740035865.3768,-0.0177,-0.3209,0.0184,0.4506,20.1805
1740035865.3868,-0.0198,-0.1678,0.0213,0.2225,12.8506
